,index,rate,date
0,1273,66.03,2017-06-26
1,1274,65.89,2017-06-27
2,1275,65.94,2017-06-28
3,1276,65.9,2017-06-29
4,1277,65.78,2017-06-30
5,1278,,2017-07-01
6,1279,,2017-07-02
7,1280,65.56,2017-07-03
8,1281,65.46,2017-07-04
9,1282,65.5,2017-07-05
10,1283,65.58,2017-07-06
11,1284,65.72,2017-07-07
12,1285,,2017-07-08
13,1286,,2017-07-09
14,1287,66.29,2017-07-10
15,1288,66.38,2017-07-11
16,1289,66.43,2017-07-12
17,1290,66.36,2017-07-13
18,1291,66.34,2017-07-14
19,1292,,2017-07-15
20,1293,,2017-07-16
21,1294,66.66,2017-07-17
22,1295,66.67,2017-07-18
23,1296,66.72,2017-07-19
24,1297,66.77,2017-07-20
25,1298,66.75,2017-07-21
26,1299,,2017-07-22
27,1300,,2017-07-23
28,1301,67.06,2017-07-24
29,1302,67.1,2017-07-25
30,1303,67.06,2017-07-26
31,1304,67.07,2017-07-27
32,1305,67.18,2017-07-28
33,1306,,2017-07-29
34,1307,,2017-07-30
35,1308,67.78,2017-07-31
36,1309,67.76,2017-08-01
37,1310,67.78,2017-08-02
38,1311,,2017-08-03
39,1312,68.34,2017-08-04
40,1313,,2017-08-05
41,1314,,2017-08-06
42,1315,69.08,2017-08-07
43,1316,69.13,2017-08-08
44,1317,69.2,2017-08-09
45,1318,69.35,2017-08-10
46,1319,69.68,2017-08-11
47,1320,,2017-08-12
48,1321,,2017-08-13
49,1322,70.44,2017-08-14
50,1323,,2017-08-15
51,1324,70.59,2017-08-16
52,1325,70.7,2017-08-17
53,1326,70.76,2017-08-18
54,1327,,2017-08-19
55,1328,,2017-08-20
56,1329,71.06,2017-08-21
57,1330,71.15,2017-08-22
58,1331,71.26,2017-08-23
59,1332,71.37,2017-08-24
60,1333,,2017-08-25
61,1334,,2017-08-26
62,1335,,2017-08-27
63,1336,71.64,2017-08-28
64,1337,71.62,2017-08-29
65,1338,71.67,2017-08-30
66,1339,71.7,2017-08-31
67,1340,71.78,2017-09-01
68,1341,,2017-09-02
69,1342,,2017-09-03
70,1343,72.17,2017-09-04
71,1344,72.25,2017-09-05
72,1345,,2017-09-06
73,1346,72.34,2017-09-07
74,1347,72.44,2017-09-08
75,1348,,2017-09-09
76,1349,,2017-09-10
77,1350,72.85,2017-09-11
78,1351,72.95,2017-09-12
79,1352,72.92,2017-09-13
80,1353,72.97,2017-09-14
81,1354,73.01,2017-09-15
82,1355,,2017-09-16
83,1356,,2017-09-17
84,1357,,2017-09-18
85,1358,73.07,2017-09-19
86,1359,73.1,2017-09-20
87,1360,73.07,2017-09-21
88,1361,73.05,2017-09-22
89,1362,,2017-09-23
90,1363,,2017-09-24
91,1364,72.96,2017-09-25
92,1365,72.99,2017-09-26
93,1366,72.96,2017-09-27
94,1367,73.04,2017-09-28
95,1368,73.15,2017-09-29
96,1369,,2017-09-30
97,1370,,2017-10-01
98,1371,,2017-10-02
99,1372,73.41,2017-10-03
100,1373,70.85,2017-10-04
101,1374,70.81,2017-10-05
102,1375,70.83,2017-10-06
103,1376,,2017-10-07
104,1377,,2017-10-08
105,1378,70.89,2017-10-09
106,1379,70.93,2017-10-10
107,1380,70.96,2017-10-11
108,1381,70.89,2017-10-12
109,1382,70.9,2017-10-13
110,1383,,2017-10-14
111,1384,,2017-10-15
112,1385,70.72,2017-10-16
113,1386,70.69,2017-10-17
114,1387,70.73,2017-10-18
115,1388,,2017-10-19
116,1389,,2017-10-20
117,1390,,2017-10-21
118,1391,,2017-10-22
119,1392,,2017-10-23
120,1393,71.04,2017-10-24
121,1394,71.1,2017-10-25
122,1395,71.14,2017-10-26
123,1396,,2017-10-27
124,1397,,2017-10-28
125,1398,,2017-10-29
126,1399,71.54,2017-10-30
127,1400,71.64,2017-10-31
128,1401,71.65,2017-11-01
129,1402,71.77,2017-11-02
130,1403,71.86,2017-11-03
131,1404,,2017-11-04
132,1405,,2017-11-05
133,1406,72.31,2017-11-06
134,1407,72.35,2017-11-07
135,1408,,2017-11-08
136,1409,72.4,2017-11-09
137,1410,72.48,2017-11-10
138,1411,,2017-11-11
139,1412,,2017-11-12
140,1413,72.41,2017-11-13
141,1414,72.27,2017-11-14
142,1415,72.22,2017-11-15
143,1416,72.19,2017-11-16
144,1417,72.15,2017-11-17
145,1418,,2017-11-18
146,1419,,2017-11-19
147,1420,72.12,2017-11-20
148,1421,72.06,2017-11-21
149,1422,72.01,2017-11-22
150,1423,71.96,2017-11-23
151,1424,71.94,2017-11-24
152,1425,,2017-11-25
153,1426,,2017-11-26
154,1427,71.88,2017-11-27
155,1428,71.78,2017-11-28
156,1429,71.86,2017-11-29
157,1430,71.76,2017-11-30
158,1431,71.74,2017-12-01
159,1432,,2017-12-02
160,1433,,2017-12-03
161,1434,,2017-12-04
162,1435,71.85,2017-12-05
163,1436,71.76,2017-12-06
164,1437,71.75,2017-12-07
165,1438,71.7,2017-12-08
166,1439,,2017-12-09
167,1440,,2017-12-10
168,1441,71.71,2017-12-11
169,1442,71.6,2017-12-12
170,1443,71.58,2017-12-13
171,1444,,2017-12-14
172,1445,71.61,2017-12-15
173,1446,,2017-12-16
174,1447,,2017-12-17
175,1448,71.79,2017-12-18
176,1449,71.87,2017-12-19
177,1450,71.95,2017-12-20
178,1451,,2017-12-21
179,1452,72.03,2017-12-22
180,1453,,2017-12-23
181,1454,,2017-12-24
182,1455,,2017-12-25
183,1456,72.25,2017-12-26
184,1457,72.26,2017-12-27
185,1458,72.36,2017-12-28
186,1459,72.45,2017-12-29
187,1460,,2017-12-30
188,1461,,2017-12-31
189,1462,72.61,2018-01-01
190,1463,72.53,2018-01-02
191,1464,72.61,2018-01-03
192,1465,,2018-01-04
193,1466,72.63,2018-01-05
194,1467,,2018-01-06
195,1468,,2018-01-07
196,1469,73.08,2018-01-08
197,1470,73.14,2018-01-09
198,1471,73.21,2018-01-10
199,1472,73.25,2018-01-11
200,1473,73.32,2018-01-12
201,1474,,2018-01-13
202,1475,,2018-01-14
203,1476,73.78,2018-01-15
204,1477,73.87,2018-01-16
205,1478,74.0,2018-01-17
206,1479,74.18,2018-01-18
207,1480,74.33,2018-01-19
208,1481,,2018-01-20
209,1482,,2018-01-21
210,1483,74.88,2018-01-22
211,1484,75.04,2018-01-23
212,1485,75.09,2018-01-24
213,1486,75.16,2018-01-25
214,1487,,2018-01-26
215,1488,,2018-01-27
216,1489,,2018-01-28
217,1490,75.53,2018-01-29
218,1491,75.61,2018-01-30
219,1492,,2018-01-31
220,1493,75.75,2018-02-01
221,1494,75.8,2018-02-02
222,1495,,2018-02-03
223,1496,,2018-02-04
224,1497,76.02,2018-02-05
225,1498,76.09,2018-02-06
226,1499,,2018-02-07
227,1500,76.08,2018-02-08
228,1501,76.06,2018-02-09
229,1502,,2018-02-10
230,1503,,2018-02-11
231,1504,75.71,2018-02-12
232,1505,75.63,2018-02-13
233,1506,,2018-02-14
234,1507,75.47,2018-02-15
235,1508,75.19,2018-02-16
236,1509,,2018-02-17
237,1510,,2018-02-18
238,1511,74.56,2018-02-19
239,1512,74.36,2018-02-20
240,1513,74.35,2018-02-21
241,1514,74.33,2018-02-22
242,1515,74.23,2018-02-23
243,1516,,2018-02-24
244,1517,,2018-02-25
245,1518,74.15,2018-02-26
246,1519,74.13,2018-02-27
247,1520,,2018-02-28
248,1521,74.26,2018-03-01
249,1522,74.45,2018-03-02
250,1523,,2018-03-03
251,1524,,2018-03-04
252,1525,75.05,2018-03-05
253,1526,75.13,2018-03-06
254,1527,,2018-03-07
255,1528,,2018-03-08
256,1529,75.17,2018-03-09
257,1530,,2018-03-10
258,1531,,2018-03-11
259,1532,75.19,2018-03-12
260,1533,75.21,2018-03-13
261,1534,,2018-03-14
262,1535,75.19,2018-03-15
263,1536,75.11,2018-03-16
264,1537,,2018-03-17
265,1538,,2018-03-18
266,1539,74.92,2018-03-19
267,1540,74.93,2018-03-20
268,1541,,2018-03-21
269,1542,74.99,2018-03-22
270,1543,75.03,2018-03-23
271,1544,,2018-03-24
272,1545,,2018-03-25
273,1546,75.55,2018-03-26
274,1547,75.66,2018-03-27
275,1548,,2018-03-28
276,1549,75.85,2018-03-29
277,1550,76.1,2018-03-30
278,1551,,2018-03-31
279,1552,,2018-04-01
280,1553,76.62,2018-04-02
281,1554,76.76,2018-04-03
282,1555,,2018-04-04
283,1556,76.79,2018-04-05
284,1557,,2018-04-06
285,1558,,2018-04-07
286,1559,,2018-04-08
287,1560,76.8,2018-04-09
288,1561,76.79,2018-04-10
289,1562,,2018-04-11
290,1563,76.75,2018-04-12
291,1564,76.71,2018-04-13
292,1565,,2018-04-14
293,1566,,2018-04-15
294,1567,76.83,2018-04-16
295,1568,,2018-04-17
296,1569,,2018-04-18
297,1570,76.88,2018-04-19
298,1571,76.89,2018-04-20
299,1572,,2018-04-21
300,1573,,2018-04-22
301,1574,77.34,2018-04-23
302,1575,77.47,2018-04-24
303,1576,,2018-04-25
304,1577,,2018-04-26
305,1578,,2018-04-27
306,1579,,2018-04-28
307,1580,,2018-04-29
308,1581,,2018-04-30
309,1582,,2018-05-01
310,1583,,2018-05-02
311,1584,,2018-05-03
312,1585,,2018-05-04
313,1586,,2018-05-05
314,1587,,2018-05-06
315,1588,,2018-05-07
316,1589,,2018-05-08
317,1590,,2018-05-09
318,1591,,2018-05-10
319,1592,,2018-05-11
320,1593,,2018-05-12
321,1594,,2018-05-13
322,1595,77.65,2018-05-14
323,1596,77.81,2018-05-15
324,1597,77.97,2018-05-16
325,1598,78.2,2018-05-17
326,1599,77.65,2018-05-18
327,1600,,2018-05-19
328,1601,,2018-05-20
329,1602,79.51,2018-05-21
330,1603,79.83,2018-05-22
331,1604,80.15,2018-05-23
332,1605,80.46,2018-05-24
333,1606,80.84,2018-05-25
334,1607,80.99,2018-05-26
335,1608,81.15,2018-05-27
336,1609,81.3,2018-05-28
337,1610,81.47,2018-05-29
338,1611,,2018-05-30
339,1612,81.39,2018-05-31
340,1613,81.32,2018-06-01
341,1614,81.23,2018-06-02
342,1615,81.14,2018-06-03
343,1616,80.98,2018-06-04
344,1617,80.84,2018-06-05
345,1618,80.72,2018-06-06
346,1619,80.63,2018-06-07
347,1620,80.41,2018-06-08
348,1621,79.99,2018-06-09
349,1622,79.74,2018-06-10
350,1623,79.52,2018-06-11
351,1624,79.37,2018-06-12
352,1625,,2018-06-13
353,1626,,2018-06-14
354,1627,79.28,2018-06-15
355,1628,,2018-06-16
356,1629,,2018-06-17
357,1630,,2018-06-18
358,1631,79.2,2018-06-19
359,1632,,2018-06-20
360,1633,79.08,2018-06-21
361,1634,78.94,2018-06-22
362,1635,78.84,2018-06-23
363,1636,78.69,2018-06-24
364,1637,78.59,2018-06-25
365,1638,78.44,2018-06-26
366,1639,,2018-06-27
367,1640,,2018-06-28
368,1641,,2018-06-29
369,1642,,2018-06-30
370,1643,,2018-07-01
371,1644,,2018-07-02
372,1645,,2018-07-03
373,1646,,2018-07-04
374,1647,78.61,2018-07-05
375,1648,78.76,2018-07-06
376,1649,,2018-07-07
377,1650,,2018-07-08
378,1651,79.29,2018-07-09
379,1652,79.47,2018-07-10
380,1653,,2018-07-11
381,1654,79.54,2018-07-12
382,1655,79.71,2018-07-13
383,1656,,2018-07-14
384,1657,,2018-07-15
385,1658,79.8,2018-07-16
386,1659,,2018-07-17
387,1660,,2018-07-18
388,1661,,2018-07-19
389,1662,79.63,2018-07-20
390,1663,,2018-07-21
391,1664,,2018-07-22
392,1665,79.29,2018-07-23
393,1666,79.22,2018-07-24
394,1667,,2018-07-25
395,1668,,2018-07-26
396,1669,,2018-07-27
397,1670,,2018-07-28
398,1671,,2018-07-29
399,1672,79.24,2018-07-30
400,1673,79.31,2018-07-31
401,1674,,2018-08-01
402,1675,79.43,2018-08-02
403,1676,79.51,2018-08-03
404,1677,,2018-08-04
405,1678,,2018-08-05
406,1679,80.0,2018-08-06
407,1680,80.09,2018-08-07
408,1681,,2018-08-08
409,1682,,2018-08-09
410,1683,,2018-08-10
411,1684,,2018-08-11
412,1685,,2018-08-12
413,1686,80.18,2018-08-13
414,1687,,2018-08-14
415,1688,,2018-08-15
416,1689,80.23,2018-08-16
417,1690,,2018-08-17
418,1691,,2018-08-18
419,1692,,2018-08-19
420,1693,80.55,2018-08-20
421,1694,80.64,2018-08-21
422,1695,,2018-08-22
423,1696,,2018-08-23
424,1697,80.74,2018-08-24
425,1698,74.74,2018-08-25
426,1699,74.83,2018-08-26
427,1700,80.99,2018-08-27
428,1701,81.14,2018-08-28
429,1702,81.28,2018-08-29
430,1703,81.4,2018-08-30
431,1704,81.63,2018-08-31
432,1705,,2018-09-01
433,1706,,2018-09-02
434,1707,82.34,2018-09-03
435,1708,82.51,2018-09-04
436,1709,,2018-09-05
437,1710,82.72,2018-09-06
438,1711,83.22,2018-09-07
439,1712,,2018-09-08
440,1713,,2018-09-09
441,1714,84.0,2018-09-10
442,1715,84.15,2018-09-11
443,1716,,2018-09-12
444,1717,84.29,2018-09-13
445,1718,84.58,2018-09-14
446,1719,84.95,2018-09-15
447,1720,85.24,2018-09-16
448,1721,85.4,2018-09-17
449,1722,85.51,2018-09-18
450,1723,,2018-09-19
451,1724,85.57,2018-09-20
452,1725,85.68,2018-09-21
453,1726,,2018-09-22
454,1727,85.97,2018-09-23
455,1728,86.08,2018-09-24
456,1729,86.23,2018-09-25
457,1730,,2018-09-26
458,1731,86.38,2018-09-27
459,1732,86.61,2018-09-28
460,1733,,2018-09-29
461,1734,86.89,2018-09-30
462,1735,87.13,2018-10-01
463,1736,87.24,2018-10-02
464,1737,,2018-10-03
465,1738,87.39,2018-10-04
466,1739,84.76,2018-10-05
467,1740,84.95,2018-10-06
468,1741,85.09,2018-10-07
469,1742,85.31,2018-10-08
470,1743,85.56,2018-10-09
471,1744,,2018-10-10
472,1745,85.66,2018-10-11
473,1746,85.79,2018-10-12
474,1747,85.98,2018-10-13
475,1748,86.04,2018-10-14
476,1749,,2018-10-15
477,1750,86.16,2018-10-16
478,1751,,2018-10-17
479,1752,85.94,2018-10-18
480,1753,85.68,2018-10-19
481,1754,85.27,2018-10-20
482,1755,,2018-10-21
483,1756,84.69,2018-10-22
484,1757,84.59,2018-10-23
485,1758,84.49,2018-10-24
486,1759,84.34,2018-10-25
487,1760,84.07,2018-10-26
488,1761,,2018-10-27
489,1762,,2018-10-28
490,1763,82.91,2018-10-29
491,1764,82.7,2018-10-30
492,1765,,2018-10-31
493,1766,82.51,2018-11-01
494,1767,82.33,2018-11-02
495,1768,,2018-11-03
496,1769,,2018-11-04
497,1770,81.7,2018-11-05
498,1771,81.55,2018-11-06
499,1772,,2018-11-07
500,1773,,2018-11-08
501,1774,,2018-11-09
502,1775,,2018-11-10
503,1776,,2018-11-11
504,1777,80.65,2018-11-12
505,1778,80.51,2018-11-13
506,1779,,2018-11-14
507,1780,80.35,2018-11-15
508,1781,80.17,2018-11-16
509,1782,,2018-11-17
510,1783,,2018-11-18
511,1784,79.55,2018-11-19
512,1785,79.41,2018-11-20
513,1786,,2018-11-21
514,1787,78.98,2018-11-22
515,1788,78.55,2018-11-23
516,1789,,2018-11-24
517,1790,,2018-11-25
518,1791,77.42,2018-11-26
519,1792,76.98,2018-11-27
520,1793,76.45,2018-11-28
521,1794,76.1,2018-11-29
522,1795,75.71,2018-11-30
523,1796,75.34,2018-12-01
524,1797,75.01,2018-12-02
525,1798,74.68,2018-12-03
526,1799,74.46,2018-12-04
527,1800,,2018-12-05
528,1801,74.04,2018-12-06
529,1802,73.62,2018-12-07
530,1803,,2018-12-08
531,1804,,2018-12-09
532,1805,72.98,2018-12-10
533,1806,72.81,2018-12-11
534,1807,,2018-12-12
535,1808,72.9,2018-12-13
536,1809,,2018-12-14
537,1810,,2018-12-15
538,1811,,2018-12-16
539,1812,73.15,2018-12-17
540,1813,73.26,2018-12-18
541,1814,,2018-12-19
542,1815,,2018-12-20
543,1816,73.08,2018-12-21
544,1817,,2018-12-22
545,1818,,2018-12-23
546,1819,72.45,2018-12-24
547,1820,72.38,2018-12-25
548,1821,,2018-12-26
549,1822,72.32,2018-12-27
550,1823,72.12,2018-12-28
551,1824,,2018-12-29
552,1825,,2018-12-30
553,1826,71.38,2018-12-31
554,1827,,2019-01-01
555,1828,71.27,2019-01-02
556,1829,,2019-01-03
557,1830,71.05,2019-01-04
558,1831,,2019-01-05
559,1832,,2019-01-06
560,1833,71.11,2019-01-07
561,1834,,2019-01-08
562,1835,,2019-01-09
563,1836,71.51,2019-01-10
564,1837,71.71,2019-01-11
565,1838,,2019-01-12
566,1839,,2019-01-13
567,1840,72.83,2019-01-14
568,1841,,2019-01-15
569,1842,73.04,2019-01-16
570,1843,73.19,2019-01-17
571,1844,73.27,2019-01-18
572,1845,,2019-01-19
573,1846,,2019-01-20
574,1847,73.89,2019-01-21
575,1848,74.03,2019-01-22
576,1849,,2019-01-23
577,1850,,2019-01-24
578,1851,,2019-01-25
579,1852,,2019-01-26
580,1853,,2019-01-27
581,1854,,2019-01-28
582,1855,73.94,2019-01-29
583,1856,,2019-01-30
584,1857,73.84,2019-01-31
585,1858,73.59,2019-02-01
586,1859,,2019-02-02
587,1860,,2019-02-03
588,1861,,2019-02-04
589,1862,73.06,2019-02-05
590,1863,,2019-02-06
591,1864,,2019-02-07
592,1865,73.0,2019-02-08
593,1866,,2019-02-09
594,1867,,2019-02-10
595,1868,72.94,2019-02-11
596,1869,,2019-02-12
597,1870,,2019-02-13
598,1871,73.01,2019-02-14
599,1872,73.08,2019-02-15
600,1873,,2019-02-16
601,1874,,2019-02-17
602,1875,73.55,2019-02-18
603,1876,73.66,2019-02-19
604,1877,,2019-02-20
605,1878,,2019-02-21
606,1879,73.97,2019-02-22
607,1880,,2019-02-23
608,1881,,2019-02-24
609,1882,74.26,2019-02-25
610,1883,74.36,2019-02-26
611,1884,,2019-02-27
612,1885,74.43,2019-02-28
613,1886,74.54,2019-03-01
614,1887,,2019-03-02
615,1888,,2019-03-03
616,1889,74.92,2019-03-04
617,1890,74.99,2019-03-05
618,1891,,2019-03-06
619,1892,,2019-03-07
620,1893,,2019-03-08
621,1894,,2019-03-09
622,1895,,2019-03-10
623,1896,75.23,2019-03-11
624,1897,75.17,2019-03-12
625,1898,,2019-03-13
626,1899,75.25,2019-03-14
627,1900,75.32,2019-03-15
628,1901,,2019-03-16
629,1902,,2019-03-17
630,1903,75.56,2019-03-18
631,1904,,2019-03-19
632,1905,,2019-03-20
633,1906,75.49,2019-03-21
634,1907,75.54,2019-03-22
635,1908,75.59,2019-03-23
636,1909,75.65,2019-03-24
637,1910,,2019-03-25
638,1911,,2019-03-26
639,1912,,2019-03-27
